,0
271,"Georgians, Russians, Armenians and Azerbaijanis flocked to the rural centre in western Georgia to work on the tea plantations that used to dot the region during the Soviet Union. The break-up of the USSR sent the production into freefall - families were left without a vital income and Laituri’s kaleidoscope of languages, religions, ethnicities faded and disappeared. Today scores of locals have turned into seasonal migrants who travel to pick tea in neighbouring Turkey’s fields. God, Thank You For Tea tells the story of those whose lives were shaped by these scented tea plantations. 
"
272,"Obesity is a serious public health concern in Mexico, which consumes more ultra-processed foods than most Latin American countries. 
"
273,"Porters carrying the first car to the Kathmandu Valley. Image via Twitter/NepalInPix Throughout history, 
"
274,"It's so special that it has become a part of the bridal ceremony, as they need to present its egg, meat, clothes and of course some money to the would-be bride's family. 
"
275,"A living legend RIP #MahaSwetaDevi — Medha Patkar (@medhanarmada) July 28, 2016
"
276,"4. This helps others discover your work. If many of us take the actions above, we will soon have a large library of multimedia content in scores of native languages. That could lead to important developments, some of which we probably cannot even imagine. 
"
277,"Angolans treated the launch and the glitch with humor, but also took the opportunity to question the narratives of the world's media and the wisdom of spending money on a satellite when human development remains so poor in the country. 
"
278,"Brazil's 2000 census registered around 430 Yekuanas living in the country. 
"
279,"See how the flag looked like earlier. 
"
280,"Writer Shivani Neupane tweeted:
"
281,"Solar batteries on the rooftop of the school in Ak-Tilek. Photo by BIOM 
"
282,"Image courtesy of The Australian National University Digital Collections Library.
"
283,"“They’ve been quite a beautiful guidance for me, because they were the Caucasian people in the black world during apartheid and now it’s me, a little black girl in a white world,” Stensgaard says.
"
284,"Here the struggle for rural livelihood is a constant struggle.
"
285,"Mairiporã, greater São Paulo
"
286,"This article by Isis Madrid originally appeared on PRI.org on April 1, 2016, and is republished here as part of a content-sharing agreement. 
"
287,"A public toilet in India. Image from Flickr by Rezwan. CC BY-NC-SA 
"
288,"NB: You are a member of the 'Say No to Child Trafficking' Initiative. 
"
289,"But Putli and her co-artists were not always recognized for their work, neither did they do it commercially. However, Putli Devi is now thrilled at having showcased her work in countries like Australia and Germany. 
"
290,"WORLD HERITAGE.
"
291,"By creating these websites, they demonstrate that science is not impossible to undertake in Latin America, despite the difficulties in terms of resources that many research institutions experience.
"
292,"Shreesha Duwal at the site of her former home in Bhaktapur, Nepal Credit: Sonia Narang
"
293,"Singaporeans Are Urged to Eat Less Rice,As Fears Grow About Links to Diabetes 
"
294,"The Kusundas tie the snare between two trees, hide nearby and make sounds like pheasants by putting cycas leaves between their lips. 
"
295,"Known as the ""time limit"" thesis, and sometimes called the ""genocide opinion"", it has been endorsed by President Michel Temer. Should it ever become law, it would severely cripple the recognition of new indigenous lands. 
"
296,"Bulgaria, which is now heading the global system, is the last place in all European Union countries regarding media freedom. is also the worst at euractive.com.
"
297,"The link showed that the dress was probably designed by high-end clothing brand Dolce &amp; Gabana that sold for US $7,745 on the website of department store Nieman Marcus (it is unclear whether that is the actually cost of the dress that the first lady was wearing).
"
298,"The wildlife sanctuary is intended to protect the critically endangered Jamaican Iguana (Cyclura Collei), which had been thought extinct but was accidentally rediscovered in the Portland Bight Protected Area's Hellshire Hills in 1990. The animal is the subject of the Head Start program at Kingston's Hope Zoo, which rears the animals in captivity and releases them into their natural habitat once they are old enough to deal with any possible predators. 
"
299,"Under the hashtag, people share photos of tlacoyo, a nutritious pre-Hispanic snack consisting of corn tortilla filled with beans, lima beans and curd cheese (but ingredients tend to vary a lot). 
"
300,"Hunters inspect four dead tigers and a deer.
"
301,"I am not sure under what act the Wildlife sanctuary was declared however this is what we want. Portland Bight Protected Area was submitted for Biosphere status and was withdrawn by the government. 
"
302,"When Shuklaphanta hunting reserve was established, Rana Tharu were displaced, and many lost their land due to resettlement.
"
303,"Elena Rodina, then coordinator of the United Nations Development Program's pilot project Improving Energy Efficiency in Buildings, explained at a meeting with government officials following the school's renovation: 
"
304,"Nepalese Hindu women warm themselves after taking holy dips at the Hanumante River during Madhav Narayan festival in Bhaktapur, Nepal. Image by Sunil Sharma. Used with permission. 
"
305,"Earlier the guests would not come to the weddings if they were not invited in person by visiting their homes. 
"
306,"During harvest, the women of the house clean their houses and walls and paint murals of Sohrai arts. 
"
307,"At that time, the pump-n-spray was just for myself. When the water situation was regularized I actually shelved it; but months later water restrictions were back and I was forced to use my Pump-N-Spray. It was then it dawned upon me that other persons were having the same challenge and that more than likely they would also be interested in my creation. 
"
308,"Dijaawa Wotunnöi is an ancestral myth of the Yekuana, an indigenous people who live in Venezuela and Brazil, that was turned into a short animated film by Saúl Kuyujani López. 
"
309,"RL: No, I'm never worried about this. We should not worry about wasting time. If someone keeps prejudice, it is their problem, I do not think it's mine. It's good to go ahead and do well.
"
310,"In addition to Hivos, the Indonesian NGO IBEKA, the Asian Development Bank and the Norwegian embassy in Jakarta have all become involved in the project, along with local and national Indonesian governments.
"
311,"#Medehollin is moving through the city.
"
312,"Now converted into national parks, the area was once a fertile ground for hunting. The current Chitwan National Park was used as a royal hunting reserve from 1846 to 1951 by the Nepali Rana rulers and their guests. 
"
